,0
1116,Hermes Matthias
1117,Ebinc Fatma Ayerdem
1118,Karaahmetoglu Gokhan
1119,Ayan Fadil
1120,Koltuksuz Ugur
1121,Saygili Fusun
1122,Zorlu Faruk
1123,Bayram Muhittin
1124,de Groot Johannes W. B.
1125,Sayarlioglu Mehmet
1126,Kurt Emin
1127,Yanik Medaim
1128,Cinar Can
1129,Ide Tayfun
1130,Ertas Faruk
1131,Perk Yildiz
1132,Ayvaz Muavviz
1133,Kirtak Necmettin
1134,Ozturk Hulya
1135,Karabacak Mustafa
1136,Eminler Ahmet Tarik
1137,Gul Umit
1138,Arslan Derya
1139,Erguner Bekir
1140,Atilgan Nurdan
1141,Sarsu Sevgi Buyukbese
1142,Stesevic Danijela
1143,Duman Deniz
1144,Karakus Mehmet
1145,Gezer Kudret
1146,Karahacioglu Eray
1147,Sonmezler Abdurrahman
1148,Yin Xiaolong
1149,Turan Bulent Onur
1150,Cetindag Faik
1151,Guvendi Bulent
1152,Emrecan Bilgin
1153,Ortlek Huseyin Gazi
1154,Karsli Birkan
1155,Unlu Ebru
1156,Gul Adnan Memood
1157,Kekilli Esra
1158,Ertekin Yusuf Haydar
1159,Derekoy F. Sefa
1160,Yetim Ibrahim
1161,Atamert Serdar
1162,Cagli Kerim
1163,Akdogan Huseyin
1164,Thome K.
1165,Atalay Mustafa A.
1166,Akay Abdullah E.
1167,Odabas Hatice
1168,Dincer Barbaros
1169,Zarbali Maharram Z.
1170,Celik Sefa
1171,Yilmaz Betul
1172,Sonmezisik Serdar
1173,Guler Emine
1174,Kahvecioglu Serdar
1175,Sak Serpil Dizbay
1176,Keays David Anthony
1177,Hascall Vincent C.
1178,Polat Arife
1179,Kalyoncu Umut
1180,Aridogan Buket
1181,Altintop Levent
1182,Agca Veysel
1183,Uykun Nurullah
1184,Coenen Heinz H.
1185,Sariguzel Feyza
1186,Ercisli Sezai
1187,Kacal Mustafa Recep
1188,Cellik Omer
1189,Murat Yetis Sazi
1190,Gurocak Suzan
1191,Aydemir Bulent
1192,Eldes Nilufer
1193,Ginty Fiona
1194,Payzin Serdar
1195,Hancer Veysel
1196,Karaca Aysel
1197,Komurcu Pelin
1198,Akgol Cuneyt
1199,Kapuagasi Arif
1200,Turker Yasin
1201,Akbay Ramazan
1202,Sabuncuoglu Nilufer
1203,Toptay Huseyin
1204,Kaya Adnan
1205,Yalcin Hulya
1206,Paylar Nuray
1207,Senol Sefa
1208,Ozkurt Birsen
1209,de Vries Jan J. J.
1210,Goksan Burcu
1211,Erdem Ilknur
1212,Tekin Yucel
1213,Koc Murat
1214,Ozdogan Kemal
1215,Colak Hakan
1216,Karadag Fatma Yilmaz
1217,Yulug Esin
1218,Kurama Semra
1219,Aydin Mustafa
1220,Ilter Server
1221,Sengul Turgay
1222,Torun Edip
1223,Ture Mehmet
1224,Sirmatel Fatma
1225,Asutay Hilal
1226,Demir Mesut
1227,Yaman Arzu Kutlu
1228,Gok Mehmet
1229,Celepci Duygu Barut
1230,Yapici Onur
1231,Kilciksiz Sevil
1232,Muftuoglu Orkun
1233,Eskikurt Halil Ibrahim
1234,Caki Eyup
1235,Keskin Lezzan
1236,Eryavuz Nazmiye
1237,Artas Hakan
1238,Caliskan Tezcan
1239,Altinbas Mustafa
1240,Gezer Mustafa
1241,Sarisoy Gokhan
1242,Abbas Kahina
1243,Simsek Osman
1244,Ozdemir Metin
1245,ACM
1246,Ozdemir Nail
1247,Konakci Serap Kayser
1248,Sayli Tulin
1249,Ates Omer
1250,Ozer Murat Atabey
1251,Mazlum Nazire
1252,Gunen Munevver Ziynet
1253,Sevim Mehmet
1254,Aydin Zeynep D.
1255,Dagli Muharrem
1256,Yulaf Yasemin
1257,Gezgin Man
1258,Gedik Habip
1259,Aksoy Yilmaz
1260,Gurgan Alev
1261,Ertorer Melek Eda
1262,Demirbilek Huseyin
1263,Adibelli Fatih Mehmet
1264,Aksu Onder
1265,Irkilmez Mustafa Umit
1266,User Idil Rana
1267,Taskin Beril
1268,Yueruesoy Muhammet
1269,Buyan Necla
1270,Oz Ilyas
1271,Yigit Berfu Nur
1272,Malkoc Siddik
1273,Cilingiroglu Nesrin
1274,Ekinci Saniye
1275,Filinte Deniz
1276,Yildirim Tulay
1277,Firat Firuzan
1278,Altan Burcin Deda
1279,Pala Elif
1280,Akarsubasi Alper T.
1281,Kocabas Hilal
1282,Icme Gokhan
1283,Schmitt Fernando
1284,Toker Hilmi
1285,Karaman Sengul
1286,Demirkazik Ahmet
1287,Acar Nurperi Hilal
1288,Altunkas Aysegul
1289,Bayraktar Recep
1290,Celik Umit
1291,Ozbal Seda
1292,Senturk Hakan
1293,Tas Ufuk
1294,Bulut Sait
1295,Cakici Fatih
1296,Demirtas Yunus
1297,Ceyhan Ali M.
1298,Konak Murat
1299,Er Ayse
1300,Bulut Sedar
1301,Bingol Buket Ozel
1302,Sariyildiz Mustafa A.
1303,Turkmen Umut
1304,Erdinc Munevver
1305,Bir Ferda
1306,Taylor-Phillips Sian
1307,Yildiz Sema
1308,Ustun Cemal
1309,Graham Mark J.
1310,Kati Celal
1311,Koksal Ela Ayse
1312,Cyrak Sibel
1313,Donder Emir
1314,Boyaci Yasar
1315,Oezdemir Ismail
1316,Andic Fundagul
1317,Usanmaz Ali
1318,Gurdal Sibel Ozkan
1319,Ozonur Anil
1320,Kurtoglu Erdal
1321,Oter Ozlem
1322,Staal Michiel
1323,Yenmis Guven
1324,Ceylan Ayse Yilmaz
1325,Okan Ibiloglu Aslihan
1326,Ruhi Sukriye
1327,Kus Mahmut
1328,Keles Huseyin
1329,Copkun Turgay
1330,Hitit Mustafa
1331,Akvuz Mufit
1332,Yildiz Yelda
1333,Zill Beate
1334,Sevil Ergun
1335,Kaplan Sahin
1336,Onec Birgul
1337,Arik Safiye
1338,Guelsu Mustafa
1339,Dancey Clint L.
1340,Olmezi Sehmus
1341,Hossiep Ruediger
1342,Bozpolat Adil
1343,Bhatt Pramod
1344,Yueksek Haydar
1345,Gunday Isil
1346,Asi Osman
1347,Demiral Yuecel
1348,Berberoglugil Munip
1349,Hakki Erdogan E.
1350,Kandemir Ozlem
1351,Aycicek Abdullah
1352,Yazar Harun Resit
1353,Cacan Erdal
1354,Alunni-Fabbroni Marianna
1355,Yuce Imdat
1356,Yildiz Dalginli Kezban
1357,Ozturk Bilge E.
1358,Essizoglu Altan
1359,Sezgin Fikriye Milletli
1360,Gozukara Kerem Han
1361,McGuinness Martina
1362,Goencue Ahmet
1363,Camuzcuoglu Aysun
1364,Mahmutyazicioglu Kamran
1365,Ozcan Senar
1366,Dagli Hasan
1367,Yarasir Meryem N.
1368,Sifrim Alejandro
1369,Dubois Philippe
1370,Gokkaya Ismail
1371,Akca Hakan
1372,Lommen Suzanne T. E.
1373,Sariyildiz Salim
1374,Firat Sumeyra Kina
1375,Kalkan Ferhat
1376,Sahiner Levent
1377,Hekim Nezih
1378,Yilmaz H. Bayram
1379,Dadaci Zeynep
1380,Akyuz Yarkin
1381,McBean Gethin J.
1382,Nalkiran Hatice Sevim
1383,Hisar Sukriye Aras
1384,Coskun Kerem Senol
1385,Portakal Ziyafer Gizem
1386,Singh N. L.
1387,Kokcu Arif
1388,Altuntas Irfan
1389,Aydyn Halil Ybrahim
1390,Duvan Candan Iltemir
1391,Gulmez Inci
1392,Sen Sezai
1393,Guray Enis
1394,Ozdemir Hasan Huseyin
1395,Hizmetli Sami
1396,Ercan Orhan
1397,Ozkan Alkan
1398,Aslan Alma
1399,Temur Yusuf
1400,Bilgic Tekin
1401,Preciado Victor M.
1402,Dogan Nurullah
1403,Turgut Hatice
1404,Rustemoglu Aydin
1405,Gul Serdar
1406,Kilciler Mete
1407,Scheepers Nicole
1408,Erbakirci Refika
1409,Atar Murat
1410,Gunes Mehmet Hadi
1411,Orhan Hikmet
1412,Cakan Yasemin
1413,Erol Mehmet Emir
1414,Baspinar M. Serhat
1415,Hicri Sirin
1416,Gunduz C.
1417,Acar Umit
1418,Cummings Nada
1419,Ozcan Gozde
1420,Uzar Ertugrul
1421,Cosge Belgin
1422,Guner Mucella
1423,Alan Hilal
1424,Berber Ozge
1425,Gulasti Sevil
1426,Ucan Osman Nuri
1427,Sadan Gulay
1428,Yang Huanming
1429,Uysal Ongun
1430,Yurdakoek Murat
1431,Unsal Ayla
1432,Caylak Selmin Dirgen
1433,Ersoy Yuksel
1434,Yilmaz Rahmi
1435,Darendeliler Feyza
1436,Pook Christopher J.
1437,Hurskainen Ville
1438,Aksakalli Sertac
1439,Acar Bulent
1440,Conforti Valeria
1441,Diniz Breno Satler de Oliveira
1442,Lok Ugur
1443,Kurt Ali O.
1444,Ozyurtkan Mehmet Oguzhan
1445,Goktepe Mehmet Fatih
1446,Yucel Ergun
1447,Balaban Hasan
1448,Gok Ayegul Uygun
1449,Koca Murat
1450,Seyitoglu Atike Nur
1451,Zeybek Cenap
1452,Yavuz Musa
1453,Dogdu Erdogan
1454,Gorur Alper
1455,Sari Yasin
1456,Aydin Tayfun
1457,Elmas Cigdem
1458,Yagdi Serhan
1459,Kiran Tugba P.
1460,Hacihanefioglu Abdullah
1461,Tanrikulu A. Cetin
1462,Dogramaci Asena Cigdem
1463,Kesli Recep
1464,Karadas Serdar
1465,Nalcacioglu Pinar
1466,Mollaoglu Hakan
1467,Akbulut Hakan
1468,Resim Sefa
1469,Ozturk M. Akif
1470,Erturk Ali Riza
1471,Horzum Mehmet Baris
1472,Goral Vedat
1473,Celebi Didem
1474,Goymen Merve
1475,Canturk Ferhan
1476,Swigris Jeffrey J.
1477,Altintas Levent
1478,Altinors Altay
1479,Koseoglu Burhan
1480,Vefa Ozcan Ali
1481,Eglence Songul
1482,Caksen Hueseyin
1483,Ince Nevin Koc
1484,Icagasioglu Fusun Dilara
1485,Demirci Oya
1486,Liu Yaocheng
1487,Basgoze Serdar
1488,Bolat Yildiz
1489,Iscanli Dogan M.
1490,Kozan Mustafa
1491,Unverdi Sena
1492,Unlu Elif Nisa
1493,Kleinrensink Gert-Jan
1494,Tugal Mehmet
1495,Perez Billy J.
1496,Kurtuldu Fatih
1497,Bas Firdevs
1498,Gungor Cengiz
1499,Dasdemir Selcuk
1500,Zedef Veysel
1501,Demir Ahmet D.
1502,Kosar Basak
1503,Duman Deniz G.
1504,Ergun Bircan
1505,Yavuz Fatma
1506,Gurgan Timur
1507,Yilmaz Fatma
1508,Sevinc Mustafa
1509,Ozguven Ali Aykan
1510,Cengiz Omur
1511,Cakir Murteza
1512,Demirdag Ramazan
1513,Dayangac Alpaslan
1514,Domnez Halil
1515,Petry Andreas
1516,Yagmur Bulent
1517,Yildiz Oguz G.
1518,Uras Emel
1519,Ferhanoglu Burhan
1520,Filiz Nurper Onuk
1521,Kartal Aslihan Arslan
1522,Lange Johan F.
1523,Akdogan Elif
1524,Isler Mehmet
1525,Uymaz Ozge Korkmaz
1526,Mert Kadir Ugur
1527,Unal Nevzat
1528,Cakmak Ozlem
1529,Sula Bilal
1530,Aydin Faruk
1531,Sebin Saime Ozbek
1532,Acun Hediye
1533,Atagun Akin Osman
1534,Ortac Mazhar
1535,Apan Alpaslan
1536,Ocak Ali R.
1537,Karakus Yavuz Selim
1538,Adams Gary G.
1539,Okde Burak
1540,Yilmaz Onur
1541,Sekeroglu Nazim
1542,Cerci Sevirn S.
1543,Peker Ahmet Fuat
1544,Cundar Volkan
1545,Joannopoulos John D.
1546,Kafarov Viatcheslav
1547,Alli Hakan
1548,Toroglu Sevil
1549,Celik Davut
1550,Cengiz Sahika L.
1551,Camci Mehmet
1552,Ozlemkalayci Hacer
1553,Uzuner Nevin
1554,Unlu Bekir Sadik
1555,Eroglu Alperen
1556,Ugras Meltem
1557,Tezcan Ertan
1558,Ozsert Ibrahim
1559,Mert Selim
1560,Yildirim Bas Funda
1561,Tasdelen Bedia Ince
1562,Cakici Musa
1563,Sagdic Osman
1564,Bayraktar Aslihan Cavunt
1565,Yalcinkaya M. Talha
1566,Sigva Hasan Ozgur
1567,Tangoz Selim
1568,Culhaci Nil
1569,Aytekin Seda
1570,Ulu Nurcan Gecer
1571,Yaman Cetin
1572,Cakir Ezgi
1573,Aydinbelge Mustafa
1574,Koeseoglu Dogan
1575,Meram Iclal
1576,Gokden Murat
1577,Yalinbas Berrin
1578,Citil Dilek Yalvac
1579,Bekdeser Burcu
1580,Arnold Jamie J.
1581,Turan Yahya
1582,Elbir Senol Fatih
1583,Demirdas Arif
1584,Boz Meral
1585,Yakicier Cengiz
1586,Ahsen Ahmet
1587,Akturk Onur
1588,Yetkin Nur Aleyna
1589,Nery Fabiano
1590,Demirelli Selami
1591,Bingolbali Ferhan
1592,Aller M. Isabel
1593,Aktas Ali Riza
1594,Eren Fatih
1595,Yucel Osman
1596,Aytekin Ahmet Hamdi
1597,Sahin Nilay
1598,Kusefoglu Selim
1599,Ercal Baris Derya
1600,Polat Veli
1601,Kuyuk Huseyin S.
1602,Sayhan Mustafa Burak
1603,Sahin Dursun A.
1604,Tuerkoglu Aziz
1605,Gul Mustafa
1606,Elibal Kerem
1607,Deveci Koksal
1608,Sentuerk Berrin
1609,Pinar Neslihan
1610,Saracbasi Osman
1611,Soyer Ozge
1612,Eren Esma
1613,Koken Resit
1614,Gunduz Ozgur
1615,Unal Huseyin
1616,Bayazit Yildirim A.
1617,Engin Orhan
1618,Kosus Aydin
1619,Sebik Ahmet
1620,Aykan Sadiye Berna
1621,Simsek Zuhal Ozer
1622,Unal Halil B.
1623,Duran Muzeyyen
1624,Copuroglu Elif
1625,Taslak Eyup
1626,Karageorgos Viasios
1627,Li Shuaicheng
1628,Poljansek Nastja
1629,Sekerci Ahmet Ercan
1630,Jawad Laith A.
1631,Baykal Abdulhadi
1632,Kutukculer A.
1633,Altun Halis
1634,Guersoy Savas
1635,Ozbek Sibel
1636,Karincaoglu Melih
1637,Celebioglu Asli
1638,Ergul Elif
1639,Kapan Selin
1640,Cam Ali
1641,Cayli Murat
1642,Ozdemir Hanife
1643,Oteles Ahmet
1644,Aydin Iberia
1645,Sezgin Necmettin
1646,Ucan Osman N.
1647,Batukan Melike
1648,Sarli Bahadir
1649,Shafiq Qaiser
1650,Agca Erhan
1651,Cavusoglu Sonay
1652,Kayis Seyit Ali
1653,Bektas Serdar
1654,Efendioglu Mehmet
1655,Karapinar Emin
1656,Paksoy Melih
1657,Civi Ikbal Inanli
1658,Okur Emrah
1659,Hallmann Caspar A.
1660,Deniz Suna Secil
1661,Bez Yasin
1662,Yildiz Caglar
1663,Aksu Hatice
1664,Khan Shah A.
1665,Ova Mehmet Emin
1666,Gunsen Ugur
1667,Tatli Ali Murat
1668,Tekinbas Celal
1669,Zorba Omer
1670,Cecen Kursat
1671,Atic Ramazan
1672,Atakay Selcuk
1673,Kazazoglu Ali Riza
1674,Egemnazarov Bakytbek
1675,Kaeaeb Stefan
1676,Ozyurek Mustafa
1677,Adadan Isil
1678,Ugurlu Bahadir
1679,Arslan Ayla
1680,Seyhan Mehmet
1681,Junghans Frauke
1682,Dai Alper I.
1683,Ge Changrong
1684,Ertenli Ihsan
1685,Geyik Murat
1686,Guerel Ahmet
1687,Ors Fatih
1688,Simon-Keller Katja
1689,Tokgozoglu S. Lale
1690,Yavuz Ozlem
1691,Cetin Sedat
1692,Bozbeyoglu Naime Nur
1693,Lee Bong-Joo
1694,Ergun Sefa
1695,Barutcigil Cagatay
1696,Yazici Yelda
1697,Mutlu Hasan Huseyin
1698,Cetin Faik
1699,Coban Abdulkadir
1700,Karayiannis Peter
1701,Dogan Yasemin Pekin
1702,Kihc Elif
1703,Capar Ismail Davut
1704,Memis Cagdas O.
1705,Ucar Hakan
1706,Cacan Mehmet Akif
1707,Gereklioglu Cigdem
1708,Atilgan Zuhal Ariturk
1709,Fimia Gian Maria
1710,Caglar Onur
1711,Duran Turan
1712,Sumbul Ahmet Taner
1713,Yildiz Handan
1714,Epstein Daniel
1715,Gundogdu Ramazan
1716,Gozlukaya Ozgul
1717,Yildirim Fatma
1718,Kosten E. Yesim Ozgen
1719,Hernandez Pilar
1720,Corekci Bayram
1721,Unal Bulent
1722,Cristofoli Francesca
1723,Gorgun Emre
1724,Sen Omer
1725,Kasapoglu Nermin
1726,Park Gu-Gon
1727,Erkut Bilgehan
1728,Kocarslan Aydemir
1729,Karakaya Osman
1730,Gelen Tekinalp
1731,Ozen Mustafa
1732,Gunes Tamer
1733,Cox Karina
1734,Celebi Baris
1735,Tulmac Murat
1736,Stepanic Visnja
1737,Saka Hami
1738,Ugurcan Ozlem Durmaz
1739,Karlidag Rifat
1740,Simsek Gulnihal Gokce
1741,Suner Arif
1742,Kara Nurcan
1743,Ozdal Bulent
1744,Tuzemen S.
1745,Ugur Cagatay
1746,Ozkalkan Beliz
1747,Bello Musodiq
1748,Baran Gamze
1749,Oezcakar Levent
1750,Uyeturk Ugur
1751,Ghazal Mohammed
1752,Sultuybek Gonul Kanigur
1753,Armangil Didem
1754,Akgul Cihan
1755,Fukuda Keiji
1756,Martin Esra
1757,Ozdagoglu Guzin
1758,Alisarli Mustafa
1759,Terzi Serap
1760,Yang JY
1761,Yildirim Rusen Metin
1762,Uzgur Recep
1763,Oz Zeynep
1764,Konak Ramazan
1765,Bostan Hidayet
1766,Toprak Ahmet Nusret
1767,Bilek Martin
1768,Yakut Ayten
1769,Akkoyunlu Mustafa Tahir
1770,Bakoglu Mithat
1771,Demirkol Muhammed
1772,Duzgun Sema Durmus
1773,San S. Eren
1774,Sahinturk Yasin
1775,Cetin Bora
1776,Dertlioglu Selma Bakar
1777,Rivera-Perez Jose
1778,Manavbasi Yasemin
1779,Cifci Harun
1780,Sekin Oktay
1781,Balta-Paker Evren
1782,Saracoglu Sibel
1783,Akbulut Gokhan
1784,Tekin Salim Basol
1785,Sarigul Murat
1786,Sahan Hasan
1787,Canakci Ebru
1788,Ersahin Yusuf
1789,Erbay Ayse
1790,Hohenberger Werner
1791,Bozdayi A. Mithat
1792,Cinpolat Ertunc
1793,Dawbaa Sam
1794,Sayil Cigdem
1795,Quah Ching Kheng
1796,Uzunoglu Sernaz
1797,de Ibarra Natalie Hempel
1798,Saatci Mustafa
1799,Hassell David G.
1800,Baki Oylum Gokkurt
1801,Klipcan Liron
1802,Bilen Perihan
1803,Un Sitki
1804,Yazici Aylin Ertekin
1805,Can Mehmet F.
1806,Demirtas Ozgur
1807,Alanyalioglu Murat
1808,Melekoglu Nuriye Asli
1809,Sayek Iskender
1810,Habipoglu Yasin
1811,Oz Kubra
1812,Nandakumar Kutty Selva
1813,Hakioglu T.
1814,Halici Zekai
1815,Guvendi Gokhun Murat
1816,Mendes Malhado Ana Claudia
1817,Yilmaz M. Deniz
1818,Gunal Armagan
1819,Balik Hasan
1820,Tuygun Abdullah Kemal
1821,Yaylali Sevil Ari
1822,Akgun Lutfi
1823,Cengiz Daime
1824,Tokgozoglu Lale
1825,Ozkinay Ferda
1826,Cicek Tarik
1827,Dagci Merve
1828,Viegas Stuart
1829,Inanmaz Mustafa E.
1830,Mousa A. K.
1831,Ayderen Taner
1832,Kalayci Ayhan G.
1833,Kol Hulya
1834,Akkus Selami
1835,Kilbas Serkan
1836,Walter Kerstin
1837,Altinisik Ugur
1838,Kosar Ali
1839,Kocyigit Hikmet
1840,Korkmaz Keziban
1841,Ersoy Mehmet Akif
1842,Uzun Aytul
1843,Sanchez Itza M.
1844,Kinay Duygu
1845,Niknejad Ali M.
1846,Caylak Emrah
1847,Ustaoglu Muge
1848,Aksoy Durdane
1849,Bekis Recep
1850,Kaplan Seyhmus
1851,Go Du-Min
1852,Kara Selcuk
1853,Batcik Osman Ersagun
1854,Guler Kazim
1855,Uludag Aysegul
1856,Kelestimur Fahrfttin
1857,Atamov Vagif
1858,Sertkaya Selda
1859,Akpolat Nusret
1860,Adak Sudeshna
1861,Ertem Ahmet G.
1862,Sadillioglu Sila
1863,Mengi Gonen
1864,Demir Helin Deniz
1865,Calgin Mustafa Kerem
1866,Demir Ibrahim
1867,Tellioglu Gurkan
1868,Sari Gozde Colakoglu
1869,Uzundere Osman
1870,Cubukcu Mahcube
1871,Akbas Hatice Zehra
1872,Albayrak Cigdem
1873,Kilic Ibrahim
1874,Yurttadur Gizem
1875,Kocak Huseyin
1876,Korkmaz Levent
1877,Ceylan Murat
1878,Bedir Selahattin
1879,Hatirli Selim Adem
1880,Akcimen Beril
1881,Cetinkalp S.
1882,Bayindir Funda
1883,Celiker Adnan
1884,Uysal Ismail Onder
1885,Gezginc Kazim
1886,Kaya Atilhan
1887,Bekir Necdet A.
1888,Gucluer Nilay
1889,Gokosmanoglu Feyzi
1890,Demirer Veysel
1891,Belousov Vsevolod
1892,Kocabas Oktay
1893,Savk Oner
1894,Hekim Mesut
1895,Cifci Adem
1896,Esen Saban
1897,Sezer Neslihan Yilmaz
1898,Celik Melih Oezguer
1899,Sise Omer
1900,Yologlu Saim
1901,Shakirzyanova Anastasia
1902,Duru Asuman
1903,Albora A. Muhittin
1904,Akkaya Vakur
1905,Williams Paul A.
1906,Goek Emine
1907,Daar Ghaniya
1908,Taskin Mine Islimye
1909,Tekin Ramazan
1910,Polat Dilek
1911,Ceran Sami
1912,Gokcek Kaya
1913,Vincent Angela
1914,Sauter Wiebke
1915,Uslu Yasemin
1916,Pierik Robert E. G. J. M.
1917,Gunhan Omer
1918,Celen Ali
1919,Emmungil Guelten
1920,Kocaoglu Mehmet
1921,Melek Mehnnet
1922,Kul Ali Riza
1923,Tufan Azmi
1924,Alsancak Meltem
1925,Tural Sengul
1926,Zencirli Omer
1927,Avci Orhan
1928,Sparwasser Tim
1929,Turk Ugur O.
1930,Yerlikaya Fatma Humeyra
1931,Sohn Young-Jun
1932,Ciftci Zafer
1933,Deliktas Elif
1934,Bingol Sinasi
1935,Kiraz Hasan Ali
1936,Karabat Selcuk
1937,Cooke Marcus S.
1938,Dirlikyapan Jale Ozata
1939,Aydin Irfan
1940,Guvercin Ali Riza
1941,Hasal Eda
1942,Kabakci Ayse Gul
1943,Celik Hasan
1944,Tetiker Hasan
1945,Uzunkoey Ali
1946,Firat Cemal
1947,Kaya Ertugrul
1948,Aydogdu Sinan
1949,Ulker Sahin
1950,Kara Inci Goekalan
1951,Aksit Hasan
1952,Aybastler Onder
1953,Pehlivan Davut
1954,Sevimay Cafer S.
1955,Ozcelik Mehmet Ali
1956,Savas Omer
1957,Polack Berna Degirmenci
1958,Kurt Semiha
1959,Engin-Uestuen Yaprak
1960,Kucukapan Ahmet
1961,Karaca Fatma
1962,Cirakli Alper
1963,Cura Ceylan
1964,Chatti Sami
1965,Erdogdu Emre
1966,Kosar Mehmet Nuri
1967,Korkmaz Alper
1968,Harrington Peter de B.
1969,Colbay Mehmet
1970,Tunca Yasar Meric
1971,Flitsch Sabine L.
1972,Arli Turan
1973,Kuvandik Gfiven
1974,Bagci Senol
1975,Avci Asli Kotaman
1976,Tam Tin-Yau
1977,Celik Suekrue
1978,Coban-Akdemir Zeynep
1979,Zhou Kaiya
1980,Kargi Aydanur
1981,Noyan Aysin M.
1982,Alic Betul Gul
1983,Celebi Ahmet
1984,Ural Ali Ugur
1985,Darde Marie-Laure
1986,Hartavi Ahmet
1987,Yetis Tevfik
1988,Makaraci Murat
1989,Oelze Matthias
1990,Erkin Gul
1991,Balci Yasemin Isik
1992,Tobi Elif Sumeyye
1993,Mumbuc Semih
1994,Gurer Mehmet Ali
1995,Tanir Yasar
1996,Ardic Fusun
1997,Sager Sait
1998,Fourquet Alain
1999,Dikeman Michael E.
2000,Alaca Rumeysa
2001,Chorpita Bruce F.
2002,Salihoglu Tamer
2003,Ozmen Ahmet
2004,Esenkaya Irfan
2005,Gunes Ali Erdal
2006,Sezer Ilhan
2007,Agackiran Yetkin
2008,Kiper Ahmet
2009,Parlakpinar Hakan
2010,Baygin Ozgul
2011,Teoman Nursen
2012,Ozcebe Osman Ilhami
2013,Demirdag Oktay
2014,Erhan Elvan
2015,Baas Lale
2016,Bernlohr David
2017,Kahveci Murat
2018,Celik Sukru
2019,Dilcan Enes
2020,Dusukcan Mustafa
2021,Baysal Akin
2022,Demir Haci A.
2023,Ozgen Ahmet Goekhan
2024,Baris Serap A.
2025,Ozdemir Yavuz
2026,Karakas Hakki Muammer
2027,Tel Eyyup
2028,Ozkagnici Ahmet
2029,Bulut Okan
2030,Kaya Yusuf Selim
2031,Durmus Ali Said
2032,Ponzoni F.
2033,Cengiz Yavuz
2034,Ceylan Ozgur
2035,Ozturk Sureyya
2036,Sen Velat
2037,Altinyazar Hilmi Cevdet
2038,Altay Mustafa
2039,Akcay Ali
2040,Lee Tom T.
2041,Yildiz Abdulmecit
2042,Ozyilmaz Ozgun Yusuf
2043,Erkaymaz Okan
2044,Uydu Huseyin Avni
2045,Pusat Serhat
2046,deAvila David
2047,Karakulah Kamuran
2048,Bardak Timucin
2049,Bozbas Hueseyin
2050,Selek Ugur
2051,Ozer Hatice
2052,Ermis Samet
2053,Egea Javier
2054,Podolskiy Dmitriy I.
2055,Gulser Fusun
2056,Atug Oezien
2057,Inal Sermet
2058,Arik Muhammed Kasim
2059,Hirschhorn Joel N.
2060,Karaman M. Ihsan
2061,Iwase Akira
2062,Mavioglu Ilhan
2063,Saran Yuksel
2064,Gem Mehmet
2065,Capan Ismail Davut
2066,Familar Eugenio
2067,Yildiz Burcin
2068,Asci Ozlem Onal
2069,Var Turgut
2070,Tunc Ayten Tuerkkani
2071,Aydogan Leyla
2072,Deger Aysenur
2073,Altindag S. Burcu Bozkurt
2074,Cevik Filiz Ekim
2075,Demir Kenan
2076,Ahmed Lucky
2077,Aslan Asli
2078,Erturk Emine Yurdakul
2079,Yesilyurt Isa
2080,Mercimek Kutsal
2081,Alegria Henry
2082,Vardi Nigar
2083,Kostek Osman
2084,Kocer Murat
2085,Celebi H. Betul Gerik
2086,Aldemir Evren
2087,Sahin Izzet
2088,Sivrioglu Mecit
2089,Aykent Filiz
2090,Bas Burcu
2091,Berkdemir Ayse
2092,Ferreira Barbara Merfort
2093,Uzturk Ali
2094,Caklili Ozge Telci
2095,Korkmaz Meliha
2096,Oguztuzun Serpil
2097,Roth Markus
2098,Kilci Oya
2099,Yigin Aysel Kalayci
2100,Erbagci Ibrahim
2101,Nowak Pawel R.
2102,Akkaya Nuray
2103,Durak Ilker
2104,Yucel Cemil
2105,Aktop Ziyaeddin
2106,Yonten Vahap
2107,Marx Alexander
2108,Yager Robert E.
2109,Keser Nurgul
2110,Mutlu Ibrahim H.
2111,Bal Selma
2112,Kurtoglu Muekerrem
2113,Zengin Emine
2114,Nasifov Muharrem
2115,Fidan Ismail
2116,Kocak Kerim
2117,Kose Ozkan
2118,Yang Ming
2119,Iscanli Murat Dogan
2120,Narin Cuneyt
2121,Selcuk Hilal
2122,Onganer Y.
2123,Turker Yasemin
2124,Duygulu Seniz
2125,Eksioglu-Demiralp Emel
2126,Bulbul H. Ibrahim
2127,Kahraman Nilufer Kuzeyli
2128,Zengin Yilmaz
2129,Sokmen Erdogan
2130,Cetin Ilker
2131,Altinok Aysen
2132,Akkaya Mustafa
2133,Altay Diler U.
2134,Payveren-Arikan Mehtap
2135,Ozder Adem
2136,Celikkan Huseyin
2137,Temizoz Osman
2138,Kac Melike
2139,Sen Cengiz
2140,Ozbay Yuksel
2141,Daubert James P.
2142,Akkalp Asli Kahraman
2143,Gursoy Yusuf Cemil
2144,Ozcalik Hasan Riza
2145,Akdeniz Ismail
2146,Akdogan Hatice Ardag
2147,Bai Er-Wei
2148,Saygin Mustafa
2149,Akbulut Goekhan
2150,Cetinkaya Ayhan
2151,Fidan Baris
2152,Gurel Mehmet S.
2153,Boucher Y.
2154,Ulucay Tarik
2155,Bagatir Ilknur
2156,Kaya Tacettin Yekta
2157,Kirbas Ozgur
2158,Unlu Selma
