,Author,Title paper,Journal,Year,Keywords,Co-authors,labels
71,AU=ERDİL ABDULLAH,[A CASE OF DILATED CARDIOMYOPATHY DUE TO HYPOCALCEMIA IN NEWBORN],[NOBEL MEDICUS],[2014],"[Hypocalcemia, newborn, cardiomypathy]","['Caner Ibrahim', 'Olgun Hasim', 'Kucukaslan Ismail', 'Erdil Abdullah', 'Tastekin Ayhan', 'Ceviz Naci']",1.0
72,AU=ERGİN ABDULLAH,[Equivalence problem for compatible bi-Hamiltonian structures on three-dimensional orientable manifolds],[TURKISH JOURNAL OF MATHEMATICS],[2018],"[Bi-Hamiltonian structure, Poisson structure, Cartan's method of equivalence, intransitive structure equations, Maurer-Cartan equations]","['Bayrakdar Tuna', 'Ergin Abdullah Aziz']",1.0
73,AU=ERGİN ABDULLAH,[BERTRAND MATE OF A BIHARMONIC CURVE IN CARTAN-VRANCEANU 3-DIMENSIONAL SPACE],[INTERNATIONAL ELECTRONIC JOURNAL OF GEOMETRY],[2015],"[Cartan-Vranceanu space, biharmonic curve, Bertrand curve]","['Ceylan Ayse Yilmaz', 'Ergin Abdullah Aziz']",1.0
74,AU=ERGİN ABDULLAH,[Mannheim Partner Curves in Cartan-Vranceanu 3-space],[FILOMAT],[2016],"[Cartan-Vranceanu space, Biharmonic curve, Mannheim mate]","['Ceylan Ayse Yilmaz', 'Ergin Abdullah Aziz']",1.0
75,AU=SEÇKİN ABDULLAH,"[Synthesis, characterization and chlorination of 2-acrylamido-2methylpropane sulfonic acid sodium salt-based antibacterial hydrogels]",[REACTIVE & FUNCTIONAL POLYMERS],[2017],"[Hydrogel, Antimicrobial, N-halamine, 2-Acrylamido-2-methylpropane sulfonic acid, sodium salt]","['Hicyilmaz Ayse Sezer', 'Seckin Abdullah Kemal', 'Cerkez Idris']",1.0
76,AU=ÜSTÜN ABDULLAH,[The Evaluation of Water Quality Using Geographical Information Systems (GIS) and Multi Attribute Decision Making],[KAHRAMANMARAS SUTCU IMAM UNIVERSITY JOURNAL OF NATURAL SCIENCES],[2016],"[water quality, water quality index, analytic hierarchy process, kriging method]","['Kavurmaci Mustafa Murat', 'Ustun Abdullah Korkut']",1.0
77,AU=ÜSTÜN ABDULLAH,[DETERMINATION OF IMPORTANCE WEIGHTS OF ISTANBUL'S DISTRICTS USING ANALYTIC HIERARCHY PROCESS],[JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY],[2016],"[Disaster management, multi criteria decision making, analytic hierarchy process, risk indicators, building importance index, disaster risk maps]","['Ustun Abdullah Korkut', 'Anagun Ahmet Sermet']",1.0
78,AU=ÜSTÜN ABDULLAH,[Evaluating Istanbul's disaster resilience capacity by data envelopment analysis],[NATURAL HAZARDS],[2016],"[Disaster resilience capacity, Istanbul, Data envelopment analysis, Returns to scale analysis, Slack-based model]",['Ustun Abdullah Korkut'],1.0
79,AU=ÜSTÜN ABDULLAH,[Multi-objective mitigation budget allocation problem and solution approaches: The case of Istanbul],[COMPUTERS & INDUSTRIAL ENGINEERING],[2015],"[Disaster management, Multi-objective decision making, Weighted sum method, epsilon-constraint method, Data envelopment analysis]","['Ustun Abdullah Korkut', 'Anagun Ahmet Sermet']",1.0
80,AU=ÜSTÜN ABDULLAH,[Performance evaluation of Turkish disaster relief management system in 1999 earthquakes using data envelopment analysis],[NATURAL HAZARDS],[2015],"[Disaster management, Data envelopment analysis, Relief operations, Earthquakes]","['Ustun Abdullah Korkut', 'Barbarosog Gulay']",1.0
81,AU=CİNGÜ ABDULLAH,[Mean Platelet Volume in Patients with Nonarteritic Anterior Ischemic Optic Neuropathy],[JOURNAL OF OPHTHALMOLOGY],[2016],,"['Sahin Muhammed', 'Sahin Alparslan', 'Elbey Bilal', 'Yuksel Harun', 'Turkcu Fatih Mehmet', 'Cingu Abdullah Kursat']",1.0
82,AU=CİNGÜ ABDULLAH,[Impact of Collagen Cross-linking on Psychological Distress and Vision and Health-Related Quality of Life in Patients With Keratoconus],[EYE & CONTACT LENS-SCIENCE AND CLINICAL PRACTICE],[2015],"[Anxiety, Collagen cross-linking, Depression, Keratoconus, Quality of life]","['Cingu Abdullah Kursat', 'Bez Yasin', 'Cinar Yasin', 'Turkcu Fatih Mehmet', 'Yildirim Adnan', 'Sahin Alparslan', 'Tas Cuma', 'Sir Aytekin']",1.0
83,AU=CİNGÜ ABDULLAH,"[Serum omentin, resistin and tumour necrosis factor-alpha levels in Behcet patients with and without ocular involvement]",[GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY],[2015],"[Behcet disease, Omentin, Resistin, Tumour necrosis factor-alpha]","['Turkcu Fatih Mehmet', 'Sahin Alparslan', 'Cingu Abdullah Kursat', 'Kaya Savas', 'Yuksel Hatice', 'Cinar Yasin', 'Batmaz Ibrahim']",1.0
84,AU=CİNGÜ ABDULLAH,[Vision-Related Quality of Life in Patients with Chronic Central Serous Chorioretinopathy],[SEMINARS IN OPHTHALMOLOGY],[2015],"[Central, chorioretinopathy, chronic, NEI VFQ-25, serous]","['Turkcu Fatih Mehmet', 'Sahin Alparslan', 'Bez Yasin', 'Yuksel Harun', 'Cinar Yasin', 'Cingu Abdullah Kursat', 'Caca Ihsan']",1.0
85,AU=CİNGÜ ABDULLAH,[Effect of Vernal Keratoconjunctivitis on Vitreous Depth in Patients with Keratoconus],[SEMINARS IN OPHTHALMOLOGY],[2015],"[Axial length, keratoconus, vernal keratoconjunctivitis, vitreous depth]","['Cingu Abdullah Kursat', 'Kaya Savas', 'Cinar Yasin', 'Sahin Muhammed', 'Turkcu Fatih Mehmet', 'Yuksel Harun', 'Murat Mehmet', 'Caca Ihsan']",1.0
86,AU=AKSOY ABDULLAH,"[Chemical and Physical Quality Criteria of Bulakbasi Stream in Turkey and Usage of Drinking, Fisheries, and Irrigation]",[JOURNAL OF CHEMISTRY],[2015],,"['Sen Fazil', 'Aksoy Abdullah']",1.0
87,AU=KILDAN ABDULLAH,[Effects on the technological pedagogical content knowledge of early childhood teacher candidates using digital storytelling to teach mathematics],[EDUCATION 3-13],[2015],"[digital storytelling, early childhood education, teacher candidates, mathematics education]","['Kildan Abdullah Oguzhan', 'Incikabi Lutfi']",1.0
88,AU=KILDAN ABDULLAH,[A study on developing a quality scale for preschool education institutions based on parents views],[ENERGY EDUCATION SCIENCE AND TECHNOLOGY PART B-SOCIAL AND EDUCATIONAL STUDIES],[2012],"[Preschool education institutions, Quality standards, Scale developing, Parents views, Pedagogical quality, Physical quality]",['Kildan Abdullah Oguzhan'],1.0
89,AU=SÖNMEZ ABDULLAH,[Amount of leachant and water absorption levels of wood treated with borates and water repellents],[BIORESOURCE TECHNOLOGY],[2006],"[wood, water repellents, borates, amount of leachant, water absorption, polyethylene glycol-400]","['Baysal Ergun', 'Sonmez Abdullah', 'Colak Mehmet', 'Toker Hilmi']",1.0
90,AU=SÖNMEZ ABDULLAH,"[Density and some mechanical properties of densified and heat post-treated Uludag fir, linden and black poplar woods]",[EUROPEAN JOURNAL OF WOOD AND WOOD PRODUCTS],[2018],,"['Pelit Huseyin', 'Budakci Mehmet', 'Sonmez Abdullah']",1.0
91,AU=SÖNMEZ ABDULLAH,[The Effects of Densification and Heat Post-Treatment on Hardness and Morphological Properties of Wood Materials],[BIORESOURCES],[2016],"[Densification, Heat post-treatment, Wood, Hardness, Morphological properties]","['Budakci Mehmet', 'Pelit Huseyin', 'Sonmez Abdullah', 'Korkmaz Mustafa']",1.0
92,AU=SÖNMEZ ABDULLAH,[Effects of Heat Post-Treatment on Dimensional Stability and Water Absorption Behaviours of Mechanically Densified Uludag Fir and Black Poplar Woods],[BIORESOURCES],[2016],"[Densification, Heat treatment, Wood material, Dimensional stability, Water absorption]","['Pelit Huseyin', 'Budakci Mehmet', 'Sonmez Abdullah']",1.0
93,AU=SÖNMEZ ABDULLAH,"[Some physical, wood polymer biological, mechanical, and fire properties of composite (WPC) pretreated with boric acid and borax mixture]",[CONSTRUCTION AND BUILDING MATERIALS],[2007],"[wood polymer composite, boric acid, borax, physical properties, decay resistance, mechanical properties, fire properties]","['Baysal Ergun', 'Yalinkilic Mustafa Kemal', 'Altinok Mustafa', 'Sonmez Abdullah', 'Peker Huseyin', 'Colak Mehmet']",1.0
94,AU=URAL ABDULLAH,[Peyronie ' s disease surgery: Surgical outcomes of 268 cases],[TURKISH JOURNAL OF UROLOGY],[2018],"[Erectile dysfunction, grafting, Nesbit, Peyronie's disease]","['Kadioglu Ates', 'Salabas Emre', 'Ozmez Abdulkadir', 'Ural Abdullah Feyyaz', 'Yucel Omer Baris', 'Ortac Mazhar', 'Pazir Yasar', 'Ermec Bahadir']",1.0
95,AU=ÇİM ABDULLAH,[Effect of lisinopril on rat liver tissues in L-NAME induced hypertension model],[MOLECULAR AND CELLULAR BIOCHEMISTRY],[2007],"[biochemical changes, histopathologic, hypertension, lisinopril, liver, L-NAME]","['Gokcimen Alpaslan', 'Kocak Ahmet', 'Kilbas Serkan', 'Bayram Dilek', 'Kilbas Aynur', 'Cim Abdullah', 'Kockar Cem', 'Kutluhan Suleyman']",1.0
96,AU=ÇİM ABDULLAH,[Elevated levels of tissue plasminogen activator and E-selectin in male children with autism spectrum disorder],[AUTISM RESEARCH],[2016],"[Autism spectrum disorder, inflammation, selectin, tissue plasminogen activator, sPECAM-1]","['Simsek Seref', 'Cetin Ihsan', 'Cim Abdullah', 'Kaya Savas']",1.0
97,AU=ÇİM ABDULLAH,[Factors influencing insulin usage among type 2 diabetes mellitus patients: A study in Turkish primary care],[EUROPEAN JOURNAL OF GENERAL PRACTICE],[2016],"[Family physician, educational status, insulin resistance, religion]","['Yilmaz Ahmet', 'Ak Muharrem', 'Cim Abdullah', 'Palanci Yilmaz', 'Kilinc Faruk']",1.0
98,AU=ÇİM ABDULLAH,"[Serum IL-4 and IL-10 Levels Correlate with the Symptoms of the Drug-Naive Adolescents with First Episode, Early Onset Schizophrenia]",[JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY],[2016],"[early-onset schizophrenia, first episode psychosis, cytokine, IL-17A]","['Simsek Seref', 'Yildirim Veli', 'Cim Abdullah', 'Kaya Savas']",1.0
99,AU=ÇİM ABDULLAH,[Serum Cytokine Profiles of Children with Obsessive-Compulsive Disorder Shows the Evidence of Autoimmunity],[INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY],[2016],"[obsessive compulsive disorder, cytokine, IL-17, autoimmunity, children]","['Simsek Seref', 'Yuksel Tugba', 'Cim Abdullah', 'Kaya Savas']",1.0
100,AU=İNALCIK ABDULLAH,[NON-NULL HELICOIDAL SURFACES AS NON-NULL BONNET SURFACES],[MATEMATICKI VESNIK],[2016],"[Bonnet surface, helicoidal surface, Lorentz space form]","['Inalcik Abdullah', 'Ersoy Soley']",1.0
101,AU=İNALCIK ABDULLAH,"[Similarity and Semi-similarity Relations on the Degenerate Quaternions, Pseudodegenerate Quaternions and Doubly Degenerate Quaternions]",[ADVANCES IN APPLIED CLIFFORD ALGEBRAS],[2017],"[Quaternions, Pseudodegenerate quaternions, Doubly degenerate quaternions, Similarity, Semi-similarity, Generalized inverse]",['Inalcik Abdullah'],1.0
102,AU=İNALCIK ABDULLAH,[On instantaneous invariants of hyperbolic planes],[MATHEMATICS AND MECHANICS OF SOLIDS],[2017],"[Kinematics, hyperbolic planar geometry, instantaneous invariants]","['Inalcik Abdullah', 'Ersoy Soley', 'Stachel Hellmuth']",1.0
103,AU=İNALCIK ABDULLAH,[Ball and Burmester points in Lorentzian sphere kinematics],[KUWAIT JOURNAL OF SCIENCE],[2015],"[Ball points, Burmester points, instantaneous invariants, Lorentz spherical kinematics]","['Inalcik Abdullah', 'Ersoy Soley']",1.0
104,AU=İNALCIK ABDULLAH,[GENERALIZED SPACELIKE BERTRAND CURVES IN MINKOWSKI 5-SPACE R-1(5)],[QUAESTIONES MATHEMATICAE],[2014],"[Bertrand curve, Minkowski space]","['Ersoy Soley', 'Inalcik Abdullah']",1.0
105,AU=ASLAN ABDULSELAM,"[Purification of glucose-6-phosphate dehydrogenase and glutathione reductase enzymes from the gill tissue of Lake Van fish and analyzing the effects of some chalcone derivatives on enzyme activities (vol 42, pg 483, 2016)]",[FISH PHYSIOLOGY AND BIOCHEMISTRY],[2016],,"['Kuzu Muslum', 'Aslan Abdulselam', 'Ahmed Ishtiaq', 'Comakli Veysel', 'Demirdag Ramazan', 'Uzun Naim']",1.0
106,AU=ASLAN ABDULSELAM,[Purification of glucose-6-phosphate dehydrogenase and glutathione reductase enzymes from the gill tissue of Lake Van fish and analyzing the effects of some chalcone derivatives on enzyme activities],[FISH PHYSIOLOGY AND BIOCHEMISTRY],[2016],"[Glucose-6-phosphate dehydrogenase, Glutathione reductase, Lake Van fish, Chalcone, Inhibition]","['Kuzu Muslum', 'Aslan Abdulselam', 'Ahmed Ishtiaq', 'Comakli Veysel', 'Demirdag Ramazan', 'Uzun Naim']",1.0
107,AU=ASLAN ABDULSELAM,[Spirobisnaphthalenes effectively inhibit carbonic anhydrase],[JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY],[2016],"[Carbonic anhydrase, enzyme inhibition, enzyme purification, spirobisnaphthalenes]","['Gocer Hulya', 'Aslan Abdulselam', 'Gulcin Ilhami', 'Supuran Claudiu T.']",1.0
108,AU=ASLAN ABDULSELAM,[Inhibitory and Activating Effects of Some Flavonoid Derivatives on Human Pyruvate Kinase Isoenzyme M2],[ARCHIV DER PHARMAZIE],[2016],"[Cancer, Enzyme activation, Enzyme inhibition, Flavonoid derivatives, Pyruvate kinase isoenzyme M2]","['Adem Sevki', 'Aslan Abdulselam', 'Ahmed Ishtiaq', 'Krohn Karsten', 'Guler Caglar', 'Comakli Veysel', 'Demirdag Ramazan', 'Kuzu Muslum']",1.0
109,AU=ASLAN ABDULSELAM,[Synthesis of Biologically Active Nonnatural Palmarumycin Derivatives],[EUROPEAN JOURNAL OF ORGANIC CHEMISTRY],[2011],"[Palmarumycins, Diels-Alder reaction, Epoxidation, Weiz-Scheffer reaction, Dihydroxylation, Cycloaddition]","['Aslan Abdulselam', 'Altun Sultan', 'Ahmed Ishtiaq', 'Floerke Ulrich', 'Schulz Barbara', 'Krohn Karsten']",1.0
110,AU=GÖK ABDULVAHAP,"[Where is the brain paranchyme? ""Primary cerebral multiple cyst hydatid""]",[INTERNAL MEDICINE],[2008],"[cyst hydatid, cerebral]","['Erkutlu Ibrahim', 'Buyukhatipoglu Hakan', 'Alptekin Mehmet', 'Gok Abdulvahap']",1.0
111,AU=GÖK ABDULVAHAP,[Primary spinal epidural extraosseous Ewing's sarcoma mimicking a spinal abscess],[PEDIATRIC HEMATOLOGY AND ONCOLOGY],[2007],"[epidural space, Ewing's sarcoma, extraosseous]","['Erkutlu Ibrahim', 'Buyukhatipoglu Hakan', 'Alptekin Mehmet', 'Ozsarac Coskun', 'Buyukbese Ilhan', 'Gok Abdulvahap']",1.0
112,AU=GÖK ABDULVAHAP,[Anterior surgical approach for cervical spondylotic myelopathy: clinical and radiological outcomesl],[CHIRURGIA-ITALY],[2017],"[Spinal cord diseases, Surgical procedures, operative, Treatment outcome]","['Gezgin Inan', 'Erkutlu Ibrahim', 'Alptekin Mehmet', 'Geyik Murat', 'Gok Abdulvahap']",1.0
113,AU=GÖK ABDULVAHAP,[Parieto-Occipital Interhemispheric Precuneal Approach to the Lesions of the Atrium: Experience with 66 patients],[TURKISH NEUROSURGERY],[2017],"[Lateral ventricle, Atrium, Parieto-occipital interhemispheric precuneal approach]","['Geyik Murat', 'Erkutlu Ibrahim', 'Alptekin Mehmet', 'Gezgin Man', 'Mizrak Ayse', 'Pusat Serhat', 'Gok Abdulvahap']",1.0
114,AU=GÖK ABDULVAHAP,[Anterior Skull Base Defects Reconstructed Using Three-Layer Method: 78 Consecutive Cases with Long-Term Follow-Up],[JOURNAL OF NEUROLOGICAL SURGERY PART B-SKULL BASE],[2016],"[skull base defect, pericranium, reconstruction, vascular flap]","['Geyik Murat', 'Erkutlu Ibrahim', 'Alptekin Mehmet', 'Gezgin Inan', 'Mizrak Ayse', 'Dokur Mehmet', 'Gok Abdulvahap']",1.0
115,AU=ABAKAY ABDURRAHMAN,[Risk factors for drug resistant tuberculosis in southeast Turkey],[TROPICAL DOCTOR],[2008],,"['Tanrikulu A. Cetin', 'Hosoglu Salih', 'Ozekinci Tuncer', 'Abakay Abdurrahman', 'Gurkan Fuat']",1.0
116,AU=ABAKAY ABDURRAHMAN,[Environmental malignant pleural mesothelioma in Southeast Turkey],[SAUDI MEDICAL JOURNAL],[2006],,"['Tanrikulu Abdullah C.', 'Senyigit Abdulrahman', 'Dagli Canan E.', 'Babayigit Cenk', 'Abakay Abdurrahman']",1.0
117,AU=ABAKAY ABDURRAHMAN,[The importance of serum and fluid Vascular Endothelial Growth Factor (VEGF) level and fluid/serum VEGF ratio in the differential diagnosis of Malign Pleural Mesothelioma (MPM).],[JOURNAL OF CLINICAL ONCOLOGY],[2016],,"['Kaplan Muhammet Ali', 'Duzkopru Yakup', 'Ulku Refik', 'Tanrikulu Cetin', 'Kucukoner Mehmet', 'Onat Serdar', 'Abakay Abdurrahman', 'Urakci Zuhat', 'Meteroglu Fatih', 'Oruc Zeynep', 'Isikdogan Abdurrahman']",1.0
118,AU=ABAKAY ABDURRAHMAN,[Is a complete blood cell count useful in determining the prognosis of pulmonary embolism?],[EUROPEAN RESPIRATORY JOURNAL],[2014],[Circulation],"['Sen Hadice Selimoglu', 'Abakay Ozlem', 'Tanrikulu Abdullah Cetin', 'Sezgi Cengizhan', 'Taylan Mahsuk', 'Abakay Abdurrahman', 'Kaya Halide', 'Senyigit Abdurrahman']",1.0
119,AU=ABAKAY ABDURRAHMAN,[Serum apelin 13 levels in patients with pulmonary embolism],[EUROPEAN RESPIRATORY JOURNAL],[2014],"[Biomarkers, Circulation]","['Sen Hadice Selimoglu', 'Kaplan Ibrahim', 'Abakay Ozlem', 'Sezgi Cengizhan', 'Yilmaz Sureyya', 'TayIan Mahsuk', 'Tanrikulur Abdullah Cetin', 'Abakay Abdurrahman']",1.0
120,AU=ELMALI ABDURRAHMAN,[STEM CELL RESEARCH - An Islamic perspective],"[Family, Medical Decision-Making, and Biotechnology]",[2007],,"['Aksoy Sahin', 'Elmali Abdurrahman', 'Nasim Anwar']",1.0
121,AU=GENÇ ABDURRAHMAN,[Aerobic and Anaerobic Exercise Capacities in Obstructive Sleep Apnea and Associations with Subcutaneous Fat Distributions],[LUNG],[2009],"[Obstructive sleep apnea, Aerobic, Anaerobic, Exercise, Subcutaneous fat, Indirect laryngoscopy]","['Ucok Kagan', 'Aycicek Abdullah', 'Sezer Murat', 'Genc Abdurrahman', 'Akkaya Muzaffer', 'Caglar Veli', 'Fidan Fatma', 'Unlu Mehmet']",1.0
122,AU=GENÇ ABDURRAHMAN,[Anaerobic performance in patients with chronic low back pain],[JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION],[2008],"[low back pain, maximal anaerobic power, anaerobic capacity, Wingate test, high-intensity exercise, physical fitness]","['Ucok Kagan', 'Mollaoglu Hakan', 'Akgun Lutfi', 'Genc Abdurrahman']",1.0
123,AU=GENÇ ABDURRAHMAN,[Resting metabolic rate and exercise capacity in women with polycystic ovary syndrome],[INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS],[2008],"[body fat distribution, maximal oxygen consumption, polycystic ovary syndrome, resting metabolic rate]","['Cosar Emine', 'Koeken Guelenguel', 'Sahin Figen Kir', 'Akguen Luetfi', 'Uecok Kagan', 'Genc Abdurrahman', 'Yimazer Mehmet']",1.0
124,AU=GENÇ ABDURRAHMAN,"[Resting metabolic rate, pulmonary functions, and body composition parameters in children with attention deficit hyperactivity disorder]",[EATING AND WEIGHT DISORDERS-STUDIES ON ANOREXIA BULIMIA AND OBESITY],[2017],"[Attention deficit hyperactivity disorder, Quality of life, Pulmonary functions, Resting metabolic rate, Body composition]","['Alpaslan Ahmet Hamdi', 'Ucok Kagan', 'Coskun Kerem Senol', 'Genc Abdurrahman', 'Karabacak Hatice', 'Guzel Halil Ibrahim']",1.0
125,AU=GENÇ ABDURRAHMAN,"[Evaluation of health-related physical fitness parameters and association analysis with depression, anxiety, and quality of life in patients with fibromyalgia]",[INTERNATIONAL JOURNAL OF RHEUMATIC DISEASES],[2016],"[anxiety, daily physical activity, depression, fibromyalgia, quality of life, strength]","['Sener Umit', 'Ucok Kagan', 'Ulasli Alper M.', 'Genc Abdurrahman', 'Karabacak Hatice', 'Coban Necip F.', 'Simsek Hasan', 'Cevik Halime']",1.0
126,AU=KADAYIFÇI ABDURRAHMAN,[Clinical and pathologic risk factors for atherosclerosis in cirrhosis: A comparison between NASH-related cirrhosis and cirrhosis due to other aetiologies],[JOURNAL OF HEPATOLOGY],[2008],"[atherosclerosis, cirrhosis, non-alcoholic steatohepatitis, hepatic artery]","['Kadayifci Abdurrahman', 'Tan Vivian', 'Ursell Philip C.', 'Merriman Raphael B.', 'Bass Nathan M.']",1.0
127,AU=KADAYIFÇI ABDURRAHMAN,[Serum neopterin levels in patients with non-alcoholic steatohepatitis],[HEPATOLOGY RESEARCH],[2008],"[liver, neopterin, non-alcoholic steatohepatitis, pteridine]","['Uygun Ahmet', 'Kadayifci Abdurrahman', 'Musabak Ugur', 'Ercin Nuri', 'Karslioglu Yildirim', 'Degertekin Bulent', 'Kurt Bulent', 'Bagci Sait']",1.0
128,AU=KADAYIFÇI ABDURRAHMAN,[The efficacy of bismuth containing quadruple therapy as a first-line treatment option for Helicobacter pylori],[JOURNAL OF DIGESTIVE DISEASES],[2007],"[bismuth subsalicylate, clarithromycin, eradication, Helicobacter pylori, resistance]","['Uygun Ahmet', 'Kadayifci Abdurrahman', 'Safali Mukerrem', 'Ilgan Seyfettin', 'Bagci Sait']",1.0
129,AU=KADAYIFÇI ABDURRAHMAN,"[Comparison of sequential and standard triple-drug regimen for Helicobacter pylari eradication: A 14-day, open-label, randomized, prospective, parallel-arm study in adult patients with nonulcer dyspepsia]",[CLINICAL THERAPEUTICS],[2008],"[helicobacter pylori, sequential treatment, nonulcer dyspepsia, eradication]","['Uygun Ahmet', 'Kadayifci Abdurrahman', 'Yesilova Zeki', 'Safali Mukerrem', 'Ilgan Seyfettin', 'Karaeren Necmettin']",1.0
130,AU=KADAYIFÇI ABDURRAHMAN,[What is the best first choice treatment option for Helicobacter pylori?],[TURKISH JOURNAL OF GASTROENTEROLOGY],[2007],,['Kadayifci Abdurrahman'],1.0
131,AU=KUZHAN ABDURRAHMAN,[Comfort and quality of life in patients with breast cancer undergoing radiation therapy],[JOURNAL OF BUON],[2016],"[breast cancer, comfort, quality of life, radiation therapy]","['Pehlivan Seda', 'Kuzhan Abdurrahman', 'Yildirim Yasemin', 'Fadiloglu Cicek']",1.0
132,AU=KUZHAN ABDURRAHMAN,[INCREASED RELAPSE RATIOS IN NODE-POSITIVE BREAST CANCER PATIENTS WITH METHYLENETETRAHYDROFOLATE REDUCTASE POLYMORPHISM],[BREAST],[2013],,"['Buyukhatipoglu Hakan', 'Suner Ali', 'Balakan Ozan', 'Kalender Mehmet Emin', 'Kuzhan Abdurrahman', 'Ulasli Mustafa', 'Sevinc Alper', 'Camci Celalettin']",1.0
