,Author,Title paper,Journal,Year,Keywords
1504,AU=Savrun Feray Karaali,[Cerebral blood flow changes in patients with probable medication-overuse headache],[FUNCTIONAL NEUROLOGY],[2008],"[analgesic, cerebral blood flow, headache, ergotamine, overuse, transcranial Doppler]"
1505,AU=Savrun Feray Karaali,[Accompanying migrainous features in pediatric migraine patients with restless legs syndrome],[NEUROLOGICAL SCIENCES],[2017],"[Pediatric, Headache, Migraine, Restless legs syndrome, Sleep, Allodynia, Vertiginous migraine]"
1506,AU=Savrun Feray Karaali,[Trigeminal somatosensorial evoked potentials suggest increased excitability during interictal period in patients with long disease duration in migraine],[NEUROSCIENCE LETTERS],[2016],"[Trigeminal nerve sensory evoked potentials, Trigeminal pathway, Migraine]"
1507,AU=Savrun Feray Karaali,[Injection Neuropathies of the Sciatic Nerve: Experience of an Electrophysiology Laboratory and Medicolegal Approach in Turkey],[NOROPSIKIYATRI ARSIVI-ARCHIVES OF NEUROPSYCHIATRY],[2012],"[Intramuscular injection, sciatic nerve injury, electromyography, forensic medicine, criminal law, Turkey]"
1508,AU=Savrun Feray Karaali,[Bilateral Vocal Cord Paralysis Secondary to Head and Neck Surgery],[JOURNAL OF CRANIOFACIAL SURGERY],[2012],"[Bilateral vocal cord paralysis, complications of endotracheal intubation, head and neck surgery]"
1509,AU=Dadashova Irada B.,[POTENTIAL OPERATORS ON CARLESON CURVES IN MORREY SPACES],[COMMUNICATIONS FACULTY OF SCIENCES UNIVERSITY OF ANKARA-SERIES A1 MATHEMATICS AND STATISTICS],[2018],"[Carleson curve, Morrey space, potential operator, Sobolev-Morrey inequalty]"
1510,AU=Akpinar Onur,[Different clinical presentations of arrhythmogenic right ventricular cardiomyopathy in two brothers],[ANADOLU KARDIYOLOJI DERGISI-THE ANATOLIAN JOURNAL OF CARDIOLOGY],[2008],
1511,AU=Akpinar Onur,[Relationship between left ventricular geometry and left ventricular systolic and diastolic functions in patients with chronic severe aortic regurgitation],[ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES],[2008],"[chronic severe aortic regurgitation, left ventricular functions, left ventricular diameters]"
1512,AU=Akpinar Onur,[The relation between serum erythropoietin level and severity of disease and mortality in patients with chronic heart failure],[ACTA CARDIOLOGICA],[2008],"[heart failure, anaemia, erythropoietin, mortality]"
1513,AU=Akpinar Onur,[Reliability of doppler methods in the evaluation of the left ventricular systolic function in patients with idiopathic dilated cardiomyopathy],[ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES],[2007],"[tissue Doppler imaging, myocardial performance index, systolic function, idiopathic dilated cardiomyopathy]"
1514,AU=Akpinar Onur,[Cardiac troponin T as a prognostic marker in patients with heart failure: A 3-year outcome study],[ANGIOLOGY],[2007],
1515,AU=Miller David,[Stable isotope tracing of trout hatchery carbon to sediments and foodwebs of limestone spring creeks],[SCIENCE OF THE TOTAL ENVIRONMENT],[2008],"[Stable isotopes, Aquaculture, Karst springs, Food webs]"
1516,AU=Miller David,[THROUGH A GLASS DARKLY: A FINAL REJOINDER TO RACLAVSKY],[ORGANON F],[2008],
1517,AU=Miller David,[Complementary Roles of Sonography and Magnetic Resonance Imaging in the Assessment of Fetal Urinary Tract Anomalies],[JOURNAL OF ULTRASOUND IN MEDICINE],[2008],"[duplicated renal collecting system, fetal magnetic resonance imaging, fetal urinary tract anomalies, multicystic dysplastic kidneys, prenatal sonography]"
1518,AU=Miller David,"[Relation Between Morphology, Etch Rate, Surface Wetting, and Electrochemical Characteristics for Micromachined Silicon Subject to Galvanic Corrosion]",[JOURNAL OF THE ELECTROCHEMICAL SOCIETY],[2008],
1519,AU=Miller David,[Cell-specific microarray profiling experiments reveal a comprehensive picture of gene expression in the C-elegans nervous system],[GENOME BIOLOGY],[2007],
1520,AU=Bingol Yunus,[Soft Semi-I-Continuous Functions],[GAZI UNIVERSITY JOURNAL OF SCIENCE],[2015],"[Soft sets, soft ideal, soft functions, soft topology]"
1521,AU=Okmen Bilal,[Water-soluble antioxidant potential of Turkish pepper cultivars],[HORTSCIENCE],[2008],"[Capsicum annuum, water-soluble antioxidant capacity, phenolics, vitamin C, ascorbic acid, nutrition]"
1522,AU=Okmen Bilal,[Mining the effector repertoire of the biotrophic fungal pathogen Ustilago hordei during host and non-host infection],[MOLECULAR PLANT PATHOLOGY],[2018],"[barley, biotrophy, effectors, gene expression, Ustilago hordei]"
1523,AU=Okmen Bilal,[Specific Hypersensitive Response-Associated Recognition of New Apoplastic Effectors from Cladosporium fulvum in Wild Tomato],[MOLECULAR PLANT-MICROBE INTERACTIONS],[2018],
1524,AU=Okmen Bilal,[Plant Pathogenic Fungi],[MICROBIOLOGY SPECTRUM],[2017],
1525,AU=Okmen Bilal,[Clash between the borders: spotlight on apoplastic processes in plant microbe interactions],[NEW PHYTOLOGIST],[2016],
1526,AU=Diniz Breno S.,[CAMCOG as a screening tool for diagnosis of Mild Cognitive Impairment and Dementia in a Brazilian clinical sample of moderate to high education],[INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY],[2008],"[Mild Cognitive Impairment, Alzheimer's disease, Clock Drawing Test]"
1527,AU=Diniz Breno S.,"[Do CSF total tau, phosphorylated tau, and beta-amyloid 42 help to predict progression of mild cognitive impairment to Alzheimer's disease? A systematic review and meta-analysis of the literature]",[WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY],[2008],"[mild cognitive impairment, Alzheimer's disease, CSF biomarkers, beta-amyloid(42), tau]"
1528,AU=Diniz Breno S.,[Cognitive training increases platelet PLA(2) activity in healthy elderly subjects],[PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS],[2008],
1529,AU=Diniz Breno S.,[Mini-mental State Examination performance in mild cognitive impairment subtypes],[INTERNATIONAL PSYCHOGERIATRICS],[2007],"[MMSE, mild cognitive impairment, dementia, elderly]"
1530,AU=Diniz Breno S.,"[Stress, Inflammation, and Aging: An Association Beyond Chance]",[AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY],[2018],
1531,AU=Guzel Fatma Betul,[Evaluation of Atrial Electromechanical Delay to Predict Atrial Fibrillation in Hemodialysis Patients],[MEDICINA-LITHUANIA],[2018],"[atrial electromechanical delay, atrial fibrillation, hemodialysis]"
1532,AU=Guzel Fatma Betul,[Acute renal infarction in Turkey: a review of 121 cases],[INTERNATIONAL UROLOGY AND NEPHROLOGY],[2018],"[Acute kidney injury, Etiology, Renal infarction, Turkey]"
1533,AU=Guzel Fatma Betul,[Bilateral Renal Infarction due to MTHFR C677T Mutation and Hyperhomocysteinemia],[TURKISH NEPHROLOGY DIALYSIS AND TRANSPLANTATION JOURNAL],[2018],"[Renal infarct, Homocysteine, MTHFR C677]"
1534,AU=Guzel Fatma Betul,[AWARENESS OF HEPATITIS AND ITS COMPLICATIONS IN HEMODIALYSIS PATIENTS WITH VIRAL HEPATITIS],[NEPHROLOGY DIALYSIS TRANSPLANTATION],[2018],
1535,AU=Guzel Fatma Betul,[Evaluation of Cardiac Repolarization and Serum Electrolytes in Pre-Dialytic Stages of Chronic Kidney Disease],[TURKISH NEPHROLOGY DIALYSIS AND TRANSPLANTATION JOURNAL],[2018],"[Cardiac repolarization, Chronic kidney disease, Tp-e interval, QTc, Potassium]"
1536,AU=Zengin Serkan,[PROTECTIVE ROLE OF INTERFERON-B IN EXPERIMENTALLY INDUCED PERIPHERAL NERVE INJURY IN RATS],[ACTA MEDICA MEDITERRANEA],[2015],"[Interferon beta, axonotmesis, neurotmesis, peripheral nerve injury, rat]"
1537,AU=Zengin Serkan,[Pediatric Intracerebral Abscess: Review of 43 Surgically Treated Cases],[JOURNAL OF NEUROLOGICAL SCIENCES-TURKISH],[2014],"[Abscess, brain, children, outcome]"
1538,AU=Altinoz Eyup,[Does pinealectomy affect the recovery rate after spinal cord injury?],[NEUROLOGICAL RESEARCH],[2007],"[melatonin, neurobehavior, oxidative stress, pinealectomy, spinal cord injury, antioxidant]"
1539,AU=Altinoz Eyup,[Protective effects of melatonin on renal failure in pinealectomized rats],[INTERNATIONAL JOURNAL OF UROLOGY],[2007],"[aging, kidney, melatonin, pineal gland, rat, reactive oxygen radical]"
1540,AU=Altinoz Eyup,[Neuroprotection by resveratrol against traumatic brain injury in rats],[MOLECULAR AND CELLULAR BIOCHEMISTRY],[2007],"[glutathione, malondialdehyde, nitric oxide, oxidative stress, resveratrol, traumatic brain injury, xanthine oxidase]"
1541,AU=Altinoz Eyup,[Central nervous system protection by resveratrol in streptozotocin-induced diabetic rats],[JOURNAL OF CLINICAL NEUROSCIENCE],[2007],"[central nervous system, diabetes mellitus, lipid peroxidation, oxidative damage, resveratrol, streptozotocin]"
1542,AU=Altinoz Eyup,[Effect of pinealectomy and. melatonin replacement on morphological and biochemical recovery after traumatic brain injury],[INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE],[2006],"[antioxidant, melatonin, oxidative stress, pinealectomy, traumatic brain injury]"
1543,AU=Akgol Gurkan,[Serum heat-shock protein-65 antibody levels are elevated but not associated with disease activity in patients with rheumatoid arthritis and ankylosing spondylitis],[OPEN ACCESS RHEUMATOLOGY-RESEARCH AND REVIEWS],[2018],"[heat-shock protein, HSP, rheumatoid arthritis, ankylosing spondylitis]"
1544,AU=Akgol Gurkan,[Cerebral Blood Flow Volume Using Color Duplex Sonography in Patients With Fibromyalgia Syndrome],[ARCHIVES OF RHEUMATOLOGY],[2018],"[Cranial flow, depression, color duplex Doppler ultrasonography, fibromyalgia, pain]"
1545,AU=Akgol Gurkan,[Lipocalin 2 as a clinical significance in rheumatoid arthritis],[CENTRAL EUROPEAN JOURNAL OF IMMUNOLOGY],[2017],"[rheumatoid arthritis, disease activity, lipokalin 2, modified Larsen score]"
1546,AU=Akgol Gurkan,[A comparison of the effectiveness of amitriptilin and pregabalin treatment in fibromyalgia patients],[NORTHERN CLINICS OF ISTANBUL],[2017],"[Amitriptyline, fibromyalgia, neuropathic pain, pregabalin, pressure pain threshold]"
1547,AU=Akgol Gurkan,[Do vitamin D levels affect the clinical prognoses of patients with knee osteoarthritis?],[JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION],[2017],"[Knee osteoarthritis, vitamin D deficiency, quality of life]"
1548,AU=Can Ismail Ozgur,[Estimation of age and sex from bimastoid breadth with 3D computed tomography],[ROMANIAN JOURNAL OF LEGAL MEDICINE],[2018],"[identification, age estimation, sex estimation, mastoid, 3D computed tomography]"
1549,AU=Can Ismail Ozgur,[Ancestry estimation of three Mediterranean populations based on cranial metrics],[FORENSIC SCIENCE INTERNATIONAL],[2018],"[Forensic anthropology, Ancestry estimation, Cranial measurements, Mediterranean populations, Forensic identification, Forensic Anthropology Population Data]"
1550,AU=Can Ismail Ozgur,[Sex estimation in a contemporary Turkish population based on CT scans of the calcaneus],[FORENSIC SCIENCE INTERNATIONAL],[2017],"[Forensic Anthropology Population Data, Sex estimation, Calcaneus, Turkey, Computed tomography]"
1551,AU=Can Ismail Ozgur,[Workplace violence against physicians in Turkey's emergency departments: a cross-sectional survey],[BMJ OPEN],[2017],
1552,AU=Can Ismail Ozgur,[Sex estimation of the tibia in modern Turkish: A computed tomography study],[LEGAL MEDICINE],[2016],"[Forensic Anthropology, Tibia, Sex estimation, CT-scans, Posterior probabilities]"
1553,AU=Bozkir Metin,"[Effects of postgraduate emergency training among general practitioners working in emergency units in Denizli, Turkey]",[ADVANCES IN THERAPY],[2008],"[emergency medicine, emergency training, epidemiology, postgraduate education]"
1554,AU=Bozkir Metin,"[EVALUATION OF THE OUTCOME OF OUT-OF-HOSPITAL CARDIAC ARREST RESUSCITATION EFFORTS IN DENIZLI, TURKEY]",[JOURNAL OF EMERGENCY MEDICINE],[2008],"[resuscitation, cardiac arrest, emergency medical services, epidemiology]"
1555,AU=Ozkurt Zubeyde Nur,[Tuberculosis reactivation related with ruxolitinib in a patient with primary myelofibrosis],[JOURNAL OF INFECTION IN DEVELOPING COUNTRIES],[2018],"[Primary myelofibrosis, ruxolutinib, tuberculosis, infection, JAK-2 inhibitor]"
1556,AU=Ozkurt Zubeyde Nur,[Secondary antifungal prophylaxis in allogeneic hematopoietic stem cell transplant recipients with invasive fungal infection],[JOURNAL OF INFECTION IN DEVELOPING COUNTRIES],[2018],"[invasive fungal infection, antifungal prophylaxis, voriconazole, amphotericin B]"
1557,AU=Ozkurt Zubeyde Nur,[Management and Outcome of Patients with Diffuse Large B-Cell Lymphoma Relapsed after Autologous Hemopoietic Stem Cell Transplantation (auto-HSCT): A Retrospective Analysis of the Lymphoma Working Party (LWP) of the European Society for Blood and Marrow Transplantation (EBMT)],[BLOOD],[2017],
1558,AU=Ozkurt Zubeyde Nur,[Relationship between Epstein-Barr Virus (EBV) Infection and Viral Load in Immunosuppressive Patients],[ISTANBUL MEDICAL JOURNAL],[2018],"[Epstein-Barr virus (EBV), viral load, immunosuppressive patient]"
1559,AU=Ozkurt Zubeyde Nur,[Capecitabine Induced Therapy Related Acute Myeloblastic Leukemia with t(10;11) (q22;q23) in a Patient with Breast Cancer],[GAZI MEDICAL JOURNAL],[2018],"[Capecitabine, therapy related acute myeloblastic leukemia, breast cancer, t(10;11)(q22;q23)]"
1560,AU=Sterckx S.,"[Mapping of coral reefs using hyperspectral CASI data; a case study: Fordata, Tanimbar, Indonesial]",[INTERNATIONAL JOURNAL OF REMOTE SENSING],[2008],
1561,AU=Sterckx S.,[Retrieval of suspended sediment from advanced hyperspectral sensor data in the Scheldt estuary at different stages in the tidal cycle],[MARINE GEODESY],[2007],
1562,AU=Sterckx S.,"[Hyperspectral monitoring of coral reefs - A case study: Fordate, Tanimbar, Indonesia]",[GLOBAL DEVELOPMENTS IN ENVIRONMENTAL EARTH OBSERVATION FROM SPACE],[2006],"[coral reefs, health monitoring, CHRIS/PROBA, Indonesia]"
1563,AU=Sterckx S.,[Imaging spectroscopy and integrated coastal zone management: a promising marriage],[ENVIRONMENTAL PROBLEMS IN COASTAL REGIONS VI: INCLUDING OIL SPILL STUDIES],[2006],
1564,AU=Sterckx S.,[Retrieval of oceanic constituents from ocean color using simulated annealing],"[IGARSS 2005: IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM, VOLS 1-8, PROCEEDINGS]",[2005],
1565,AU=Yilmaz Ufuk,"[High pressure liquid chromatographic analysis of in vivo metabolites of N-(substituted phenyl)-N '-(1,3,5trimethyl pyrazole-4-yl)thioureas in rats]",[EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS],[2007],"[pyrazoles, thioureas, in vivo metabolism, HPLC]"
1566,AU=Yilmaz Ufuk,[A rare presentation of a primary mediastinal lymphoma],[JOURNAL OF THORACIC ONCOLOGY],[2007],
1567,AU=Yilmaz Ufuk,[Sleep disturbances in patients with lung cancer in Turkey],[EUROPEAN RESPIRATORY JOURNAL],[2016],"[Lung cancer / Oncology, Sleep disorders, Palliative care]"
1568,AU=Yilmaz Ufuk,[Fasting Blood Glucose Level in Locally Advanced Non-Small Cell Lung Cancer: a New Prognostic Factor?],[HORMONES & CANCER],[2018],"[Non-small cell lung cancer, Fasting blood glucose, Overall survival, Outcome]"
1569,AU=Yilmaz Ufuk,[The Effect of Consolidation Chemotherapy for LA-NSCLC Patients Receiving Concurrent Chemoradiotherapy],[JOURNAL OF CLINICAL AND ANALYTICAL MEDICINE],[2017],"[Non-Small-Cell Lung Cancer, Concurrent Chemoradiotherapy, Consolidation, Chemotherapy]"
1570,AU=Nur Gokhan,[Serum paraoxonase activity and total sialic acid in sheep with foot and mouth disease],[MEDYCYNA WETERYNARYJNA-VETERINARY MEDICINE-SCIENCE AND PRACTICE],[2018],"[foot and mouth disease, paraoxonase activity, sialic acid, Awassi sheep]"
1571,AU=Nur Gokhan,[5-Fluorouracil-induced mitochondrial oxidative cytotoxicity and apoptosis are increased in MCF-7 human breast cancer cells by TRPV1 channel activation but not Hypericum perforatum treatment],[MOLECULAR AND CELLULAR BIOCHEMISTRY],[2018],"[Apoptosis, Breast cancer, 5-Fluorouracil, Hypericum perforatum, Mitochondrial oxidative stress, TRPV1 channel]"
1572,AU=Nur Gokhan,[THE EFFECT OF TEBUCONAZOLE ON SERUM PARAOXONASE AND AMINOTRANSFERASE ACTIVITIES IN CYPRINUS CARPIO (L. 1758)],[FRESENIUS ENVIRONMENTAL BULLETIN],[2017],"[Cyprinus carpio, Tebuconazole, Paraoxonase, HDL, ALT, AST]"
1573,AU=Nur Gokhan,"[Synergic prooxidant, apoptotic and TRPV1 channel activator effects of alpha-lipoic acid and cisplatin in MCF-7 breast cancer cells]",[JOURNAL OF RECEPTORS AND SIGNAL TRANSDUCTION],[2017],"[alpha-Lipoic acid, prooxidant, apoptosis, breast cancer, cisplatin, TRPV1 channel]"
1574,AU=Nur Gokhan,[BIOCHEMICAL AND HISTOPATHOLOGICAL CHANGES OF BABESIOSIS IN NATURALLY INFECTED SHEEP IN GAZIANTEP REGION],[FRESENIUS ENVIRONMENTAL BULLETIN],[2017],"[Babesia ovis, glutathion, liver histopatology, oxidant/antioksidant status, paraoxonase activity]"
1575,AU=Babayigit Cenk,[CT assessment of main pulmonary artery diameter],[DIAGNOSTIC AND INTERVENTIONAL RADIOLOGY],[2008],"[main pulmonary artery diameter, computed tomography, pulmonary artery pressure]"
1576,AU=Babayigit Cenk,[A different type of congenital lumbar hernia associated with the lumbocostovertebrat syndrome],[JOURNAL OF PEDIATRIC SURGERY],[2008],"[lumbar hernia, lumbocostovertebral syndrome]"
1577,AU=Babayigit Cenk,[Environmental malignant pleural mesothelioma in Southeast Turkey],[SAUDI MEDICAL JOURNAL],[2006],
1578,AU=Babayigit Cenk,[Right ventricular and pulmonary function in sickle cell disease patients with pulmonary hypertension],[PEDIATRIC CARDIOLOGY],[2006],"[sickle cell, anemia, pulmonary hypertension, right ventricular function, pulmonary, echocardiography, tissue Doppler imaging]"
